mhy_id,name,element,country,nick_name,title,gender,rarity,pool,constellation,special_cuisine,equip_date,tag,introduction,label,weapon_type,organization,break_material,skill_material,weapon_choice,constellation2,icon
4073,旅行者（荧）,暂无,暂无,旅行者,旅行者,男/女,5星,常驻UP,旅人座,暂无,2020年09月15日,属性变换、暴击提升、能量回复、自身伤害提升、控制、减抗、自身治疗,从世界之外漂流而来的旅行者，被神带走血亲，自此踏上寻找七神之路。,character,单手剑,暂无,"['璀璨原钻碎屑*1', '璀璨原钻断片*9', '璀璨原钻块*9', '璀璨原钻*6', '风车菊*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '璀璨原钻碎屑*1']","['诤言的教导*9', '巧思的指引*33', '笃行的指引*12', '诤言的指引*18', '笃行的哲学*60', '孢囊晶尘*93', '诤言的哲学*18', '巧思的哲学*36', '凶将之手眼*6', '浮世的教导*9', '风雅的指引*33', '天光的指引*12', '浮世的指引*18', '天光的哲学*60', '名刀镡*93', '浮世的哲学*18', '风雅的哲学*36', '龙王之冕*6', '自由的教导*12', '抗争的指引*35', '诗文的指引*20', '自由的指引*24', '诗文的哲学*76', '禁咒绘卷*124', '自由的哲学*24', '抗争的哲学*48', '东风的吐息*8', '繁荣的教导*6', '勤劳的指引*22', '黄金的指引*8', '繁荣的指引*12', '历战的箭簇*62', '繁荣的哲学*12', '勤劳的哲学*24', '黄金的哲学*36', '北风之尾*4', '抗争的指引*9']","{'苍古自由之誓': '草元素使用的单手剑。', '雾切之回光': '风，岩，草元素使用的输出单手剑。', '磐岩结绿': '风，岩，草元素使用的输出单手剑。', '天空之刃': '雷元素主角使用的带有充能属性的单手剑。', '西风剑': '雷元素主角使用的带有充能属性的单手剑。风，岩，草元素也可以使用。', '祭礼剑': '雷元素主角使用的带有充能属性的单手剑。风，岩，草元素也可以使用。', '腐殖之剑': '雷元素主角使用的带有充能属性的单手剑。风，岩，草元素也可以使用。', '黑剑': '风，岩，草元素使用的输出单手剑。', '铁蜂刺': '风，草元素使用的带有元素精通属性的输出单手剑。'}",[],https://uploadstatic.mihoyo.com/ys-obc/2022/05/25/16314655/6e51d9aefcd8a391b4e58cff0825eda8_664966728335952334.png
1744,罗莎莉亚,冰,蒙德,修女,棘冠恩典,女,4星,常驻UP,荆冠座,审判的晚宴,2021年04月06日,暴击提升、移速提升、移速提升（天赋）,除了打扮哪里都不像神职人员的修女。冷淡的言行中透着锐利。总是单独行动。,character,长柄武器,西风教会,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '极寒之核*46', '落落莓*168', '新兵的徽记*18', '士官的徽记*30', '尉官的徽记*36', '摩拉*2092530']","['诗文的教导*9', '诗文的指引*63', '诗文的哲学*114', '新兵的徽记*18', '士官的徽记*66', '尉官的徽记*93', '武炼之魂·孤影*18', '智识之冕*3']","{'天空之脊': '高额白值补足面板，提供充能。', '和璞鸢': '提供暴击率。', '决斗之枪': '提供暴击率。', '西风长枪': '暴击时提供元素微粒充能。', '龙脊长枪': '罗莎莉亚六命效果可以配合冰晶打出不错的伤害。', '宗室猎枪': '提供暴击率。', '流月针': '提高普通攻击造成的伤害。'}","['罪之导引', '无福之地', '告解之仪', '苦痛恩典', '临终祈礼', '代行裁判']",https://uploadstatic.mihoyo.com/ys-obc/2022/02/16/6276411/bdec34acae15315368017c1dbc29e106_1767613545250694082.png
1057,莫娜,水,蒙德,阿斯托洛吉斯·莫娜·梅姬斯图斯,星天水镜,女,5星,常驻UP,映天座,至高的智慧（生活）,2020年09月15日,控制、嘲讽、伤害提升、暴击提升、炼金返还、快速移动、自身伤害提升,神秘的少女占星术士，声称自己是伟大的占星术士莫娜，拥有与名号相符的不俗实力，博学而高傲。,character,法器,蒙德城,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '净水之心*46', '慕风蘑菇*168', '骗骗花蜜*18', '微光花蜜*30', '原素花蜜*36', '摩拉*2092530']","['抗争的教导*9', '抗争的指引*63', '抗争的哲学*114', '骗骗花蜜*18', '微光花蜜*66', '原素花蜜*93', '北风之环*18', '智识之冕*3']","{'四风原典': '通用的输出型法器，可较为有效地提升莫娜伤害输出', '天空之卷': '同上。', '匣里日月': '可有效提升莫娜的元素战技/元素爆发伤害输出。', '流浪乐章': '流浪乐章的高额爆发加成十分适合莫娜的速切打法', '试作金珀': '在队伍中缺乏能够治疗队友的角色时使用，可使莫娜一定程度上承担治疗队友的任务', '讨龙英杰谭': '可为队友提供较高的攻击力加成，适合莫娜的辅助打法'}","['沉没的预言', '星月的连珠', '不休的天象', '灭绝的预言', '命运的嘲弄', '厄运的修辞']",https://uploadstatic.mihoyo.com/ys-obc/2022/02/16/6276411/d7d8e4a15f70e31a16edaa6d7389437f_2242463119371173498.png
5020,妮露,水,须弥,暂无,莲光落舞筵,女,5星,限定UP,睡莲座,帕蒂沙兰布丁,2021年12月3日,暂无,妮露是“祖拜尔剧场”的明星演员，舞姿娉婷，如睡莲初绽，一尘不染。但她绝非高傲清冷之人，即便只是匆匆的旅者，也会对她纯洁质朴的笑容过目不忘。,character,单手剑,祖拜尔剧场,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '永续机芯*46', '帕蒂沙兰*168', '蕈兽孢子*18', '荧光孢粉*30', '孢囊晶尘*36', '摩拉*2092530']","['笃行的教导*9', '笃行的指引*63', '笃行的哲学*114', '蕈兽孢子*18', '荧光孢粉*66', '孢囊晶尘*93', '祸神之禊泪*18', '智识之冕*3']","{'圣显之钥': '提升生命值，生命值上限提升元素精通。', '苍古自由之誓': '提升元素精通，队伍攻击力加成。', '磐岩结绿': '提升生命值，暴击率。', '雾切之回光': '提高暴击伤害，元素伤害加成。', '波乱月白经津': '提高暴击率，元素伤害。妮露战技状态的普攻是元素战技伤害，不享受普通攻击加成。', '黎明神剑': '提升元素精通，元素精通提升元素充能效率，队伍其他角色的元素充能效率。', '铁蜂刺': '提升暴击伤害，暴击率。', '腐殖之剑': '提升元素精通，提高角色造成的伤害。'}","['却月的轻舞', '星天的花雨', '倾影的莲步', '挽漪的节音', '翩旋的流光', '断霜的弦歌']",https://uploadstatic.mihoyo.com/ys-obc/2022/10/14/4328207/4507cd1faa4999738dac3d6d5f5d7f94_7463503381974788231.png
78,凝光,岩,璃月,暂无,掩月天权,女,4星,常驻UP,玑衡仪座,乾坤摩拉肉,2020年09月15日,抗性提升、伤害提升、矿物探查,璃月七星中的天权，其名下财富之多，全大陆鲜有人能望其项背,character,法器,璃月七星,"['坚牢黄玉碎屑*1', '坚牢黄玉断片*9', '坚牢黄玉块*9', '坚牢黄玉*6', '玄岩之塔*46', '琉璃百合*168', '新兵的徽记*18', '士官的徽记*30', '尉官的徽记*36', '摩拉*2092530']","['繁荣的教导*9', '繁荣的指引*63', '繁荣的哲学*114', '新兵的徽记*18', '士官的徽记*66', '尉官的徽记*93', '北风的魂匣*18', '智识之冕*3']","{'尘世之锁': '外观高度适配凝光。凝光作为岩属性角色，获得护盾较为容易，能够较有效地利用该武器的特效。', '四风原典': '作为可长时间驻场的角色，凝光较容易享受到四风原典满层数的高额加成，从而大幅提高伤害。', '天空之卷': '凝光的基础攻击力较低，而该武器的高基础攻击力则能弥补这一缺陷。', '匣里日月': '能够提供较高的暴击率并提升元素战技/元素爆发伤害，有效提升速切流凝光的输出能力。', '流浪乐章': '该武器能够提供时间较短但幅度较大的增益效果，可有效提升角色的爆发输出能力。'}","['悬星尽散击云碎', '璇玑合璧镇昆仑', '星罗宿列天权临', '攻守易形著神机', '琼屏千扇正天衡', '七星璨璨凝流光']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/e4e41cdfac3bdc225f0b847f2cc2cd72_5640782607282153058.png
111,诺艾尔,岩,蒙德,女仆/高达,未授勋之花,女,4星,常驻UP,心护座,厚云朵松饼,2020年09月15日,治疗、护盾、烹饪、技能延长、自身伤害提升,西风骑士团的可靠女仆，梦想有天能成为正式的骑士,character,双手剑,西风骑士团,"['坚牢黄玉碎屑*1', '坚牢黄玉断片*9', '坚牢黄玉块*9', '坚牢黄玉*6', '玄岩之塔*46', '落落莓*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['抗争的教导*9', '抗争的指引*63', '抗争的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '东风之爪*18', '智识之冕*3']","{'赤角石溃杵': '该武器提供高额暴击伤害加成，武器特效则能够提升诺艾尔的防御力并进一步提升诺艾尔攻击的伤害，能够最大限度地提升诺艾尔的输出能力。', '无工之剑': '该武器的外观和诺艾尔较为匹配，可提供较高额攻击力加成，适合未满命诺艾尔使用。', '白影剑': '该武器可为诺艾尔提供超高额防御力加成，有效提升诺艾尔的各项能力。而且由于是锻造武器，获取难度和精炼难度比较低。', '螭骨剑': '该武器可提供可观的暴击率加成和伤害加成，可有效提升诺艾尔的伤害输出。'}","['支援就交给我吧', '旋风女仆', '女仆不会受伤', '之后会扫干净的', '骑士团扫除专家', '要一尘不染才行']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/5cd5b91e504b2466197796cb26fcb7be_508847912159113655.png
1056,七七,冰,璃月,暂无,冻冻回魂夜,女,5星,常驻UP,三清铃座,没有未来菜,2020年09月15日,治疗、复活、减攻、能量回复、特产探索、自身伤害提升,药庐“不卜庐”的采药姑娘兼学徒，面色苍白如纸的不死之人。话很少，也没有什么表情。曾因“仙缘”而拥有了被凡间称作僵尸的不死之身，外表永远停留在了逝去那年，年龄不可考。,character,单手剑,不卜庐,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '极寒之核*46', '琉璃袋*168', '导能绘卷*18', '封魔绘卷*30', '禁咒绘卷*36', '摩拉*2092530']","['繁荣的教导*9', '繁荣的指引*63', '繁荣的哲学*114', '导能绘卷*18', '封魔绘卷*66', '禁咒绘卷*93', '北风之尾*18', '智识之冕*3']","{'斫峰之刃': '提供巨额攻击力加成，能够有效提升七七的治疗量，但无法缓解七七的充能压力。', '祭礼剑': '七七的元素战技的持续时间与满精祭礼剑的被动可以完美适配，保证七七能够持续治疗队友，同时武器提供的元素充能效率可一定程度上缓解七七的充能压力。', '西风剑': '武器副属性提供的元素充能效率和武器特效提供的元素微粒可较为有效地缓解七七的巨大充能压力。', '试作斩岩': '武器的基础攻击力较高，同时武器特效提供攻击力加成，有效提升七七的治疗量'}","['寒苦回向', '冰寒蚀骨', '升天宝诰', '天威压众', '红莲开绽', '起死回骸']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/a08d22cf34d2836519a80a8537fe12c8_7861266877849414180.png
59,琴,风,蒙德,琴团长/琴·古恩希尔德,蒲公英骑士,女,5星,常驻UP,幼狮座,提神醒脑披萨,2020年09月15日,治疗、控制、聚怪、减抗、能量回复、攻速提升、移速提升、伤害减免、元素附着、烹饪,正直严谨的蒲公英骑士，蒙德西风骑士团的代理团长。,character,单手剑,西风骑士团,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '飓风之种*46', '蒲公英籽*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['抗争的教导*9', '抗争的指引*63', '抗争的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '东风之翎*18', '污秽的面具*4', '智识之冕*3']","{'风鹰剑': '外观适配，同时提升较高额攻击加成，提升琴的治疗量', '斫峰之刃': '提供非常高的攻击力加成，有效提升琴的治疗量', '苍古自由之誓': '武器特效可提升琴的队友的输出能力', '天空之刃': '提供元素充能效率加成，缓解自身充能压力', '磐岩结绿': '琴的基础生命值是单手剑中最高的，非常契合该武器的技能，武器副词缀是暴击率，非常适合副C兼奶定位的琴，但不适合只作为奶妈定位的琴。', '天目影打刀': '武器特效提供元素能量回复，有效缓解自身充能压力', '西风剑': '武器特效提供元素能量球，有效缓解全队充能压力', '祭礼剑': '可效提升琴的元素战技释放频率，提升琴对敌人的控制能力，同时缓解充能压力。', '腐殖之剑': '提供元素充能效率加成，缓解自身充能压力，并提升元素战技的输出能力'}","['流转剑脊的暴风', '守护众人的坚盾', '西风吹拂之时', '蒲公英的国土', '须臾一瞬的烈风', '恩眷万民的狮牙']",https://uploadstatic.mihoyo.com/ys-obc/2022/02/16/6276411/a7608c6a588467440f7685a22ab6547c_3946325001679449884.png
4780,赛诺,雷,须弥,暂无,缄秘的裁遣,女,5星,限定UP,金狼座,决斗之魂,2021年6月23日,暂无,教令院的大风纪官，所有风纪官们的首领。拥有的独特幽默感令人印象深刻。,character,长柄武器,缄默之殿,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '藏雷野实*46', '圣金虫*168', '导能绘卷*18', '封魔绘卷*30', '禁咒绘卷*36', '摩拉*2092530']","['诤言的教导*9', '诤言的指引*63', '诤言的哲学*114', '导能绘卷*18', '封魔绘卷*66', '禁咒绘卷*93', '凶将之手眼*18', '智识之冕*3']","{'赤沙之杖': '提供高额暴击率，并有效提升赛诺对元素精通属性的利用率。', '和璞鸢': '提供暴击率/攻击力/元素伤害加成。', '护摩之杖': '提升暴击伤害与攻击力。', '贯虹之槊': '提供高额攻击力加成。使用时建议搭配护盾辅助角色。', '决斗之枪': '提升暴击率和攻击力。', '白缨枪': '提高暴击率，普通攻击伤害。作为三星武器，获取难度和培养成本很低，过渡时可考虑使用。', '黑岩刺枪': '提高暴击伤害，击败敌人可以提高攻击力。仅建议在面对大量脆弱敌人时考虑使用。'}","['立仪·俯览昼冥', '令仪·引谒归灵', '律仪·行度誓惩', '巡仪·蒇护禁罔', '幽仪·逝往星芒', '羽仪·裁落钧衡']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/20/4328207/b3847d2416145eb8bb6343302e2b4dca_6997837798254516316.png
1055,砂糖,风,蒙德,暂无,无害甜度,女,4星,常驻UP,烧瓶座,伍玖叁式营养餐,2020年09月15日,聚怪、控制、伤害提升、精通加成、炼金返还,对万物充满好奇的炼金术士，生物炼金学派的研究者。,character,法器,西风骑士团,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '飓风之种*46', '风车菊*168', '骗骗花蜜*18', '微光花蜜*30', '原素花蜜*36', '摩拉*2092530']","['自由的教导*9', '自由的指引*63', '自由的哲学*114', '骗骗花蜜*18', '微光花蜜*66', '原素花蜜*93', '北风的魂匣*18', '智识之冕*3']","{'祭礼残章': '砂糖的辅助能力与元素精通相关，该武器提供的元素精通可提升砂糖的辅助能力。同时，该武器刷新元素战技冷却的特效可增加砂糖元素战技的释放频率，缓解队伍中风系角色的充能压力。', '万国诸海图谱': '可锻造的提供元素精通的法器，一般在没有祭礼残章时使用。', '讨龙英杰谭': '可提升队友的攻击力，增强砂糖的辅助能力。'}","['堆叠真空域', '不羁型贝特', '零失误少女', '炼金的偏执', '认真普通瓶', '混元熵增论']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/b30efaf1e19725ddda490a2028b17464_6998283335917930867.png
2403,珊瑚宫心海,水,稻妻,心海,真珠之智,女,5星,限定UP,眠龙座,奇策,2021年09月21日,治疗、游泳消耗减少,海衹岛的现人神巫女，统管海祇岛各项事宜的少女。,character,法器,海祇岛,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '排异之露*46', '珊瑚真珠*168', '浮游干核*18', '浮游幽核*30', '浮游晶化核*36', '摩拉*2092530']","['浮世的教导*9', '浮世的指引*63', '浮世的哲学*114', '浮游干核*18', '浮游幽核*66', '浮游晶化核*93', '狱火之蝶*18', '智识之冕*3']","{'不灭月华': '外观毕业，提高治疗量的同时还提供了一部分伤害和元素能量，非常契合珊瑚宫心海。', '试作金珀': '进一步强化珊瑚宫心海的治疗效果和元素能量回复。', '祭礼残章': '祭礼残章的效果可以让心海的元素战技做到全方位全覆盖。', '讨龙英杰谭': '心海为队伍挂水提供辅助时，讨龙可以提升心海的辅助能力。'}","['决水于溪', '波起云海', '海渚月舟', '月摄千川', '百川集海', '珊瑚一心']",https://uploadstatic.mihoyo.com/ys-obc/2021/09/21/75379475/5f6f5d0c81155aea5c939ba08249e5d5_6649173224604660824.png
3386,申鹤,冰',璃月,连心面,孤辰茕怀,女,5星,限定UP,愁疏座,连心面,2021年3月10日,暂无,身份是虽为人类之身，却是仙家弟子。过去曾生活在远离璃月港的山野之间，以红绳缚魂，修身养性。气质淡雅如仙人，身上似乎藏有某些秘密。,character,长柄武器,留云借风真君洞天,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '龙嗣伪鳍*46', '清心*168', '骗骗花蜜*18', '微光花蜜*30', '原素花蜜*36', '摩拉*2092530']","['繁荣的教导*9', '繁荣的指引*63', '繁荣的哲学*114', '骗骗花蜜*18', '微光花蜜*66', '原素花蜜*93', '狱火之蝶*18', '智识之冕*3']","{'息灾': '提供高额攻击力加成，角色切换至后台可以获得更高的攻击力加成，非常适合申鹤', '薙草之稻光': '提供较高的元素充能效率加成，并可基于元素充能效率提升申鹤的攻击力。', '护摩之杖': '可提供基于生命值上限的攻击力加成，在生命值低于50%时可提供更高的攻击力加成', '贯虹之槊': '可提供高额的攻击力加成。', '天空之脊': '基础攻击力较高，且能够提供一定的元素充能效率', '和璞鸢': '基础攻击力较高，但不提供额外的攻击力加成', '千岩长枪': '基础攻击力较高，队伍里有其他璃月角色时可进一步提升申鹤攻击力'}","['心斋', '定蒙', '潜虚', '洞观', '化神', '忘玄']",https://uploadstatic.mihoyo.com/ys-obc/2022/01/05/16314655/e2dfeee83654c0a6a7436b7c120c105a_6628180966971160404.png
2123,神里绫华,冰,稻妻,凌华/神里大小姐,白鹭霜华,女,5星,限定UP,雪鹤座,红炉一点雪,2021年07月21日,减防、炼金返还、快速移动、自身附魔、自身伤害提升,稻妻社奉行神里家的大小姐。端庄而文雅，聪慧又坚韧。,character,单手剑,社奉行,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '恒常机关之心*46', '绯樱绣球*168', '破旧的刀镡*18', '影打刀镡*30', '名刀镡*36', '摩拉*2092530']","['风雅的教导*9', '风雅的指引*63', '风雅的哲学*114', '破旧的刀镡*18', '影打刀镡*66', '名刀镡*93', '血玉之枝*18', '智识之冕*3']","{'雾切之回光': '神里绫华进行冲刺时可附魔其普通攻击，因此佩戴雾切之回光时可以轻松触发第一种特效。同时，神里绫华的元素爆发的伤害会在其释放元素爆发后触发第二、三种特效时计算，所以能够完美获取雾切之回光的加成。因此，雾切之回光是伤害主要来源于元素爆发的神里绫华的最优选择。', '磐岩结绿': '提供高额的暴击率加成和一定的攻击力加成', '斫峰之刃': '神里绫华的主要输出过程中包含大量多段攻击，能够较为有效地触发该武器的特效，大幅提升角色的攻击力。但鉴于神里绫华的元素爆发有快照机制，建议先叠满该武器的特效层数后再启动神里绫华的元素爆发。', '天目影打刀': '武器特效提供的能量回复可有效缓解神里绫华的充能压力', '黑岩长剑': '提供较高的基础攻击力并提升暴击伤害，同时在攻击大量的较脆弱敌人时可有效提升攻击力', '黎明神剑': '提供高额暴击率和暴击伤害，且获取难度和培养成本低'}","['霜杀墨染樱', '三重雪关扉', '花白锦画纸吹雪', '盈缺流返', '花云钟入月', '间水月']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/21/75276545/eaef31b81b190dc676413b099c540526_6543346382757797116.png
3875,神里绫人,水,稻妻,暂无,磐祭叶守,男,5星,限定UP,神守柏座,静寂闲雅,2021年3月26日,暂无,社奉行神里家现任家主。总有办法以周全的手段实现自身目的。不过，鲜少有人知道他如今最在意的“目标”是什么。,character,单手剑,社奉行,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '排异之露*46', '绯樱绣球*168', '破旧的刀镡*18', '影打刀镡*30', '名刀镡*36', '摩拉*2092530']","['风雅的教导*9', '风雅的指引*63', '风雅的哲学*114', '破旧的刀镡*18', '影打刀镡*66', '名刀镡*93', '凶将之手眼*18', '智识之冕*3']","{'波乱月白经津': '武器特效非常契合绫人的输出模式，能够大幅度提升绫人的输出', '磐岩结绿': '提供大量暴击率并进一步提升神里绫人对生命值的利用效率。', '雾切之回光': '提供暴击伤害和元素伤害加成，绫人的输出模式能触发武器特效，有效地提升神里绫人的输出', '黑剑': '增加暴击率和普通攻击伤害，较为契合神里绫人的输出模式，能够较为有效地提升绫人的输出。', '匣里龙吟': '在队伍中存在可持续向敌人附加雷元素的角色时，能够较为有效地提升绫人的输出。', '天目影打刀': '能够锻造获取的武器副属性为攻击力的单手剑，可作为缺乏更优秀的武器时的下位替代。'}","['镜华风姿', '世有源泉', '无意弄花', '不厌细流', '万水一露', '滥觞无底']",https://uploadstatic.mihoyo.com/ys-obc/2022/03/25/4328207/d16fbf95d62771daa65ab5d04f6abbd5_8453888407594383379.png
4334,提纳里,草,须弥,暂无,浅蔚轻行,男,5星,限定UP,郭狐座,巡林官精选,2021年12月29日,暂无,道成林的巡林官，毕业于须弥教令院阿弥利多学院的生论派植物学学者。,character,弓,化城郭,"['生长碧翡碎屑*1', '生长碧翡断片*9', '生长碧翡块*9', '生长碧翡*6', '蕈王钩喙*46', '月莲*168', '蕈兽孢子*18', '荧光孢粉*30', '孢囊晶尘*36', '摩拉*2092530']","['诤言的教导*9', '诤言的指引*63', '诤言的哲学*114', '蕈兽孢子*18', '荧光孢粉*66', '孢囊晶尘*93', '万劫之真意*18', '智识之冕*3']","{'猎人之径': '44%暴击率撑起了提纳里稀缺的暴击区，技能则可以进一步提高精通的转化率。', '天空之翼': '提供中等暴击率和暴击伤害加成。', '若水': '提供高额暴击伤害加成和通用的伤害加成，但使用时最好靠近敌人。', '阿莫斯之弓': '武器特效能够大幅提升提纳里重击造成的伤害。', '冬极白星': '提供暴击率和高额攻击力加成，有效提升提纳里的伤害输出。', '苍翠猎弓': '提供暴击率，额外伤害效果不明显，精炼带来的增益提升不大。', '绝弦': '元素精通提高反应系数，技能对元素爆发的增伤也还不错。', '风花之颂': '提供元素精通与持续时间较短的攻击力加成，比较适合速切流提纳里使用。', '破魔之弓': '满元素能量时能够大幅提升重击伤害，但获取满额加成的操作将会导致提纳里难以依靠自身元素战技为元素爆发充能。', '试作澹月': '武器特效可提供巨额攻击力加成，但并不是所有敌人都可触发该武器特效。'}","['由根须断定肇始', '由茎干剖析来缘', '由枝节知晓造化', '由片叶管窥枯荣', '由繁花明了悟觉', '由硕实品论应果']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/23/75379475/6953568084aaa02bc7a774430f1f3b56_9172357402103659910.png
2606,托马,火,稻妻,暂无,渡来介者,男,4星,常驻UP,赤楯座,暖意,2021年11月02日,暂无,社奉行神里家的家政官，同时也是活跃在稻妻的“地头蛇”。为人友善又富有亲和力，不论身处何处都能轻易融入人群。乍看似乎是个非常随性的人，实际上却很有责任感。无论对待工作或人际都有着格外认真的一面。,character,长柄武器,社奉行,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '阴燃之珠*46', '幽灯蕈*168', '寻宝鸦印*18', '藏银鸦印*30', '攫金鸦印*36', '摩拉*2092530']","['浮世的教导*9', '浮世的指引*63', '浮世的哲学*114', '寻宝鸦印*18', '藏银鸦印*66', '攫金鸦印*93', '狱火之蝶*18', '智识之冕*3']","{'天空之脊': '天空之脊可以为托马提供不俗的元素充能效率，保证元素爆发的释放。', '薙草之稻光': '薙草之稻光可为托马提供大量元素充能效率，并提高整体伤害，保证元素爆发的释放。', '护摩之杖': '护摩之杖可以为托马提供一定生命值，增加元素战技和元素爆发的护盾量，如需佩戴圣遗物请保证足够的元素充能效率。', '喜多院十文字': '喜多院十文字是一把较为契合托马也较容易获得的武器，武器技能所提供的元素能量恢复效果降低了一部分圣遗物充能词条需求，提供的元素精通加成也能提高托马在搭配其他元素角色时，大招后手触发元素反应的伤害。对主要触发烈绽放反应的托马尤其适用。', '西风长枪': '西风长枪的主要作用是是保证元素爆发的循环，佩戴时圣遗物副词条须适当选择暴击率，保证武器回复元素能量技能的触发。', '渔获': '渔获也是相对容易获得的一把四星武器，主词条提供不俗的元素充能效率，武器技能增加元素爆发的暴击率和伤害，是较为契合托马的一把武器。', '黑缨枪': '黑缨枪可为托马提供大量生命值属性，显著提高元素战技和元素爆发的护盾量，但对圣遗物的元素充能效率需求较高。'}","['同袍的义理', '僚佐的才巧', '御敌的执定', '用臣的久计', '野火的豪烈', '炽烧的至心']",https://uploadstatic.mihoyo.com/ys-obc/2021/11/02/16314655/f4b404cae89b96327a5b87500f7833c9_6577116317420146203.png
57,温迪,风,蒙德,巴巴托斯/吟游诗人/卖唱的,风色诗人,男,5星,限定UP,歌仙座,真·风神杂烩菜,2020年09月28日,控制、聚怪、减抗、能量回复、滑翔消耗减少、自身伤害提升,蒙德城诸多吟游诗人中的一位，自由自在地穿行在街头巷尾,character,弓,蒙德城,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '飓风之种*46', '塞西莉亚花*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530']","['诗文的教导*9', '诗文的指引*63', '诗文的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '北风之尾*18', '智识之冕*3']","{'终末嗟叹之诗': '温迪的元素爆发可以迅速触发被动来提供千年的大乐章团队加成。', '冬极白星': '冬极白星能直接提高伤害，并且还能增加攻击力加成。', '天空之翼': '天空之翼可以提供暴击与爆伤。', '绝弦': '绝弦可以直接增加元素战技与元素爆发的伤害。', '西风猎弓': '有效缓解全队充能压力。', '风花之颂': '释放元素战技可以获得攻击力加成，随后再释放元素爆发即可获得提升，而精通副属性也对温迪有提升。'}","['弦发的苍风', '眷恋的泠风', '千风的诗篇', '自由的凛风', '高天的协奏', '抗争的暴风']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/3008da32b80ba05f243bc2c858b534b5_540461000064419548.png
