id,mhy_id,name,ingredient,introduction,effect,condition,getting,func_type,rarity,label,icon
102,1254,奇怪的冒险家蛋堡,"['鸟蛋*4', '火腿*1', '面粉*3']",营养丰富的蛋料理。几乎凝固的蛋黄酱下，码放着全熟的水煮蛋和口感僵硬的火腿。皱着眉头吃完的话，姑且能提供一些饱腹感。,队伍中所有角色攻击力提高160点，持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪冒险家蛋堡,【NPC购买】蒙德声望等级4奖励。「西风骑士团」后勤：赫塔,三星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/11/17/75610764/571e1cf15c49bd78681c2d984640f2bb_130519876251128384.jpg
103,1254,冒险家蛋堡,"['鸟蛋*4', '火腿*1', '面粉*3']",营养丰富的蛋料理。在叠有火腿和水波蛋的吐司片上，浇上饱满浓郁的蛋黄酱。香滑的口感能为每一次冒险远行提供充沛动力，是冒险家协会最受好评的早餐。,队伍中所有角色攻击力提高194点，持续300秒。多人游戏时，仅对自己的角色生效。,成功烹饪冒险家蛋堡,【NPC购买】蒙德声望等级4奖励。「西风骑士团」后勤：赫塔,三星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/11/17/75610764/cb081c0417b0add7f44094241a5bd134_8281327863599878968.jpg
104,1254,美味的冒险家蛋堡,"['鸟蛋*4', '火腿*1', '面粉*3']",营养丰富的蛋料理。蛋黄酱如一汪晨光倾泻在宛如波涛的水波蛋上，嫩滑的口感刚在心中泛起涟漪，火腿独有的咸香就在顷刻间吹开了云彩。旭日东升，光芒无限。,队伍中所有角色攻击力提高228点，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪冒险家蛋堡,【NPC购买】蒙德声望等级4奖励。「西风骑士团」后勤：赫塔,三星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/11/17/75610764/13a63b4c1f9fa1648cf6ebd7afe0c22e_4246468575767152136.png
105,1321,奇怪的月亮派,"['鸟蛋*4', '黄油*3', '面粉*2', '兽肉*4']",蒙德的传统主食。焦黄的酥皮看起来有些差强人意。最好不要给蒙德当地人看见这份成品，否则...他们可能会过来手把手教到成功为止。,队伍中所有角色护盾强效提升25%，防御力提高165点，持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪月亮派,【NPC购买】蒙德声望等级7奖励。「西风骑士团」后勤：赫塔,四星,防御类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/15/79683714/d8687d58cc99379c6da1b3dd012626f7_4210576636047432634.png
106,1321,月亮派,"['鸟蛋*4', '黄油*3', '面粉*2', '兽肉*4']",蒙德的传统主食。腌制过的肉类不仅风味浓郁，经过酥皮的烘烤后，更保持了香甜与湿润。是蒙德节日不可缺少的组成部分。,队伍中所有角色护盾强效提升30%，防御力提高200点，持续300秒。多人游戏时，仅对自己的角色生效。,成功烹饪月亮派,【NPC购买】蒙德声望等级7奖励。「西风骑士团」后勤：赫塔,四星,防御类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/15/79683714/85cfc9fd31cd6188b172a7b50c640171_3434156611697386387.png
107,1321,美味的月亮派,"['鸟蛋*4', '黄油*3', '面粉*2', '兽肉*4']",蒙德的传统主食。切开娇小肉派的一角，黄油奶香伴随着丰富肉香一同涌入鼻腔。扎实香甜的口感更是令人回想起那些与节日、丰收相关联的景象，不自觉洋溢起幸福的笑容。,队伍中所有角色护盾强效提升35%，防御力提高235点，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪月亮派,【NPC购买】蒙德[西风骑士团]后勤：赫塔 ,四星,防御类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/15/79683714/eb5ae854d7d0645ef75647c5b3f856f4_3629694159495967304.png
108,1321,骇浪派,"['鸟蛋*4', '黄油*3', '面粉*2', '兽肉*4']",优菈的特色料理。月牙的造型不知是在反抗传统，还是表达她「以牙还牙」的行事作风。金黄外皮之下，咸鲜的烟熏风味饱满浓郁，全蒙德也难找到第二个能做出如此美味的人....但要是这样说出口的话，恐怕又会被她「记仇」了吧。,队伍中所有角色护盾强效提升40%，防御力提高282点，持续300秒。多人游戏时，仅对自己的角色生效。,优菈完美烹饪月亮派,【NPC购买】蒙德声望等级7奖励。「西风骑士团」后勤：赫塔,四星,防御类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/04/26/75610764/2cc74f54ce3d81f81cdbcad20f7c8783_4601582110768788731.png
109,1322,奇怪的天枢肉,"['松茸*1', '清心*1', '兽肉*4', '糖*2']",焖制而成的兽肉。长时间的焖煮让口感过于软烂，肥肉的部分腻得令人心慌，包在围边的清心叶片里才姑且可以下咽。,队伍中所有角色物理伤害提升25%，暴击率提升6%。持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪天枢肉,【NPC购买】璃月声望等级7奖励。「璃月总务司」干事：小雨,四星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/15/75610764/24834c409a427c8db381393cac5c601a_4397643441145281040.jpg
110,1322,天枢肉,"['松茸*1', '清心*1', '兽肉*4', '糖*2']",焖制而成的兽肉。将肥瘦相间的兽肉佐以调料下锅慢炖，直至焖酥。成品色泽透亮，软糯不腻。据说是某代璃月七星中「天枢星」苦心研制的杰作。,队伍中所有角色物理伤害提升35%，暴击率提升8%。持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪天枢肉,【NPC购买】璃月声望等级7奖励。「璃月总务司」干事：小雨,四星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/15/75610764/24834c409a427c8db381393cac5c601a_4397643441145281040.jpg
111,1322,美味的天枢肉,"['松茸*1', '清心*1', '兽肉*4', '糖*2']",焖制而成的兽肉。远闻浓香，细品绵长，形色兼备，可谓传承到了这道菜肴的精髓。即使摆在月海亭的盛宴宴席上也毫不逊色。,队伍中所有角色物理伤害提升45%，暴击率提升10%。持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪天枢肉,【NPC购买】璃月声望等级7奖励。「璃月总务司」干事：小雨,四星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/15/75610764/24834c409a427c8db381393cac5c601a_4397643441145281040.jpg
112,1357,奇怪的稠汁蔬菜炖肉,"['胡萝卜*2', '冷鲜肉*2', '番茄*1']",热乎乎的炖菜。在炖煮的火力选择上出了一些纰漏，让成品的口感僵硬了几分。如果只是胡乱喝下去的话也不算太坏，毕竟驱寒的效果还是有的。,队伍在所有角色严寒值积累速度略微降低，持续900秒。多人游戏时，仅对自己的角色生效。,完成烹饪稠汁蔬菜炖肉,【任务获取】完成「啊，新鲜的肉」任务,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/6881df78e3568bd442d8dff6f6524792_2294977016917987036.png
113,1357,稠汁蔬菜炖肉,"['胡萝卜*2', '冷鲜肉*2', '番茄*1']",热乎乎的炖菜。将冷鲜肉和蔬菜切作小块加上番茄久煮炖成浓稠的菜肴。汤汁包裹着被煮得暖洋洋的食材下肚，有着驱赶寒冷的效用。,队伍在所有角色严寒值积累速度小幅降低，持续900秒。多人游戏时，仅对自己的角色生效。,成功烹饪稠汁蔬菜炖肉,【任务获取】完成「啊，新鲜的肉」任务,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/00691a1fe4f995a2e682a824fe334f25_124248098741814205.png
114,1357,美味的稠汁蔬菜炖肉,"['胡萝卜*2', '冷鲜肉*2', '番茄*1']",热乎乎的炖菜。就算只品尝了一口汤汁，踏实而满足的感觉也会从心底里传来。越嚼越香的肉仿佛带给了人无穷的力量，身处冰天雪地也丝毫不在话下。,队伍在所有角色严寒值积累速度降低，持续900秒。多人游戏时，仅对自己的角色生效。,完美烹饪稠汁蔬菜炖肉,【任务获取】完成「啊，新鲜的肉」任务,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/8ff18a1a3755b7e8366c61147d5c74b7_6821674174968868677.png
115,1358,奇怪的四方和平,"['胡萝卜*2', '莲蓬*2', '树莓*2', '稻米*4']",色彩缤纷的主食。制作过程中流失了过多的水分，需要靠些许想象力和额外添加的水，才能还原应有的口感。,为选中的角色恢复生命值上限的30%，并额外恢复600点生命值。,完成烹饪四方和平,【NPC购买】卯师傅【料理商店】,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/fc3bdbc8e8dc41a366be2f9f33fe94e8_2384351042457835338.png
116,1358,四方和平,"['胡萝卜*2', '莲蓬*2', '树莓*2', '稻米*4']",色彩缤纷的主食。香软糯口的稻米间，紧实地码放着各类甜味的食材。比起口味，更重视的是万事兴隆，天下太平的心意。而心意就是最好的调味料，所以口味一定不会差。,为选中的角色恢复生命值上限的32%，并额外恢复1250点生命值。,成功烹饪四方和平,【NPC购买】卯师傅【料理商店】,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/b00b3b757cd1e59a7bb7c4e6e4335431_3424256282160625077.png
117,1358,美味的四方和平,"['胡萝卜*2', '莲蓬*2', '树莓*2', '稻米*4']",色彩缤纷的主食。酸甜的果干如一缕看不见的丝线，与口感饱满的稻米交织。即使咽下，淡淡的香甜依然萦绕唇齿，令人幸福感倍增。,为选中的角色恢复生命值上限的34%，并额外恢复1900点生命值。,完美烹饪四方和平,【NPC购买】卯师傅【料理商店】,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/a4122f4852977295f1e5e312ea1696a5_4098960054764127927.png
118,1358,盛世太平,"['胡萝卜*2', '莲蓬*2', '树莓*2', '稻米*4']",甘雨的特色料理。麒麟憩于花丛的画面，光是观赏就能让心情平静下来。甘雨怀揣着对世间的美好祈愿烹制菜肴，再将自己最喜欢的清心花瓣，默不作声地留给了珍视的你。,为选中的角色恢复生命值上限的40%，并额外恢复2350点生命值。,使用角色甘雨烹饪四方和平,【NPC购买】卯师傅【料理商店】,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/20/75610764/26139e8d359404d5d2ff194364d5ae87_6005339411044090106.png
119,1359,奇怪的绝云锅巴,"['火腿*1', '绝云椒椒*1', '马尾*2', '稻米*2']",璃月的特色小吃之一。 在勉强保留住香味的锅巴上，褐色的绝云椒椒和火腿黏作了一团，只能从口感来分辨两者。,队伍中所有角色物理伤害提升20%，持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪绝云锅巴,【NPC购买】轻策庄磨坊主小白处购买,三星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/21/75610764/b85193efb3d7f2c8626be9e0aef3f6d9_8254655582968326194.png
120,1359,绝云锅巴,"['火腿*1', '绝云椒椒*1', '马尾*2', '稻米*2']",璃月的特色小吃之一。将切片的火腿与绝云椒椒快炒，浇在稻米和马尾穗混合煎熟的锅巴上制成。混合着精制肉品与辛香的气息，四处可见的寻常稻米在此时也变成了炙手可热的美味菜品。,队伍中所有角色物理伤害提升30%，持续300秒。多人游戏时，仅对自己的角色生效。,成功烹饪绝云锅巴,【NPC购买】轻策庄磨坊主小白处购买,三星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/21/75610764/e518b635f6ef7f986460280a9f74963f_3722167626470408997.png
121,1359,美味的绝云锅巴,"['火腿*1', '绝云椒椒*1', '马尾*2', '稻米*2']",璃月的特色小吃之一。 掰一片香脆的锅巴，放上冒着热气的火腿片一同嚼下。脆香鲜辣争先恐后般直奔鼻腔，这酣畅过瘾的滋味，让人连哪怕是指尖的碎渣都不想放过。,队伍中所有角色物理伤害提升40%，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪绝云锅巴,【NPC购买】轻策庄磨坊主小白处购买,三星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/12/21/75610764/4efa6f68bda7aee627400bbc6b3da4a4_8985719723038221139.png
122,1624,奇怪的素鲍鱼,"['松茸*2', '金鱼草*2']",滋味浓郁的素食。过于稠厚的酱汁完全掩盖了食材应有的鲜味，感觉吃进肚子里的是无论喝多少水还嫌口干的调味料。,复苏选中的角色。为其恢复250点生命值。,完成烹饪素鲍鱼,【NPC购买】菲尔戈黛特【望舒客栈老板】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/75610764/215d15bd2ca396a4346c76a37d40b68e_220777369668882863.png
123,1624,素鲍鱼,"['松茸*2', '金鱼草*2']",滋味浓郁的素食。将松茸切成薄片，煎至焦黄后倒入酱汁。松茸肉质饱满，嚼上去有着鲍鱼般鲜香的滋味，是一道近乎能够以假乱真的菜肴。,复苏选中的角色。为其恢复400点生命值。,成功烹饪素鲍鱼,【NPC购买】菲尔戈黛特【望舒客栈老板】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/75610764/ac58fc48075fc58816527b45f2b523eb_4580066042207782976.png
124,1624,美味的素鲍鱼,"['松茸*2', '金鱼草*2']",滋味浓郁的素食。在酱汁的提点下，松茸呈现出了上等而高级的口感，嫩如鲜贝，鲜如鲍鱼，难以辨别真身。若是先由食客随意猜想，最后再揭晓答案，必然能赢得对方的惊羡。,复苏选中的角色。为其恢复550点生命值。,完美烹饪素鲍鱼,【NPC购买】菲尔戈黛特【望舒客栈老板】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/75610764/4a4ae6aaf00778cb49cb5645967b5311_1036653812051836584.png
125,1624,幽幽大行军,"['松茸*2', '金鱼草*2']",胡桃的特色料理。圆头幽灵挤作一堆的样子有些滑稽可爱。不过，要是因为好奇抵不住诱惑而吃了其中「一只」的话，可能会为此后悔很久吧...毕竟，盘子里装的是境界极高的、将味蕾轰炸到完全失灵的——「吃不出是什么食材」。,复苏选中的角色。为其恢复生命值上限的15%，并额外恢复550点生命值。,使用角色胡桃烹饪素鲍鱼,【NPC购买】菲尔戈黛特【望舒客栈老板】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/04/75610764/cbdf870f19c7a59ee4d75139050d6522_7319660489681797391.png
126,1625,奇怪的明月蛋,"['虾仁*2', '鱼肉*4', '鸟蛋*2', '面粉*1']",璃月的传统点心之一。面皮以一种扭曲的姿态僵硬地包裹着肉馅，干涩的口感让人有种在吃一块面疙瘩的错觉。,复苏选中的角色。为其恢复900点生命值。,完成烹饪明月蛋,【NPC购买】新月轩女侍月疏处购买,三星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/79683714/c3e75ff7f785858560336cc8c0cc73c0_4768609476921439309.png
127,1625,明月蛋,"['虾仁*2', '鱼肉*4', '鸟蛋*2', '面粉*1']",璃月的传统点心之一。将蛋液混合面粉制成面皮，虾仁和鱼肉剁碎制成肉馅，包成茶盏形状，点缀完整虾仁上锅蒸熟。其造型如同云朵抱月，因此得名「明月蛋」。,复苏选中的角色。为其恢复1200点生命值。,成功烹饪明月蛋,【NPC购买】新月轩女侍月疏处购买,三星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/79683714/1ace26b13fa4e2693c0c989e68dc2bef_5171599332760782063.png
128,1625,美味的明月蛋,"['虾仁*2', '鱼肉*4', '鸟蛋*2', '面粉*1']",璃月的传统点心之一。趁热轻咬，弹嫩肉馅伴随着鲜美汁水正中味蕾的软肋，虾肉的回甘更似画龙点睛的一笔。眼前仿佛一轮明月，一汪秋水，渔船泊靠岸边，渔歌唱遍丰年。,复苏选中的角色。为其恢复1500点生命值。,完美烹饪明月蛋,【NPC购买】新月轩女侍月疏处购买,三星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/79683714/9fabdadc5840d48812b8faea09a3529c_6411320757110126126.png
129,1626,奇怪的岩港三鲜,"['琉璃袋*1', '土豆*2', '松茸*1']",宽油炒制的素食。油温的控制不当让食材的口感泛起过重的油味，令人吃一口摇三次头，惋惜这来之不易的琉璃袋。,队伍中所有角色暴击率提升6%，持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪岩港三鲜,【NPC购买】琉璃亭女侍璃彩处购买,二星,暴击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/79683714/b83de0fd217f6d35e83af8becf223862_2271453044513209875.png
130,1626,岩港三鲜,"['琉璃袋*1', '土豆*2', '松茸*1']",宽油炒制的素食。选取璃月当地盛产的三种食材煎炸翻炒。虽然做法朴素，却充分调动了食材本身的浓郁鲜味，丝毫不输玉盘珍馐。,队伍中所有角色暴击率提升9%，持续300秒。多人游戏时，仅对自己的角色生效。,成功烹饪岩港三鲜,【NPC购买】琉璃亭女侍璃彩处购买,二星,暴击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/79683714/f8a3a25379d83776c954d7bd8b31f83a_4521863318843138754.png
131,1626,美味的岩港三鲜,"['琉璃袋*1', '土豆*2', '松茸*1']",宽油炒制的素食。泥土的芬芳、树荫的沁凉与岚气的润泽，汇聚成盘中之鲜。配一碗简单的白米饭，就能收获令味蕾和心灵都倍感踏实的满足。,队伍中所有角色暴击率提升12%，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪岩港三鲜,【NPC购买】琉璃亭女侍璃彩处购买,二星,暴击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/02/26/79683714/b8ad8ee07653d084557f1ed75a1b522c_2109710980156178102.png
132,1691,奇怪的兽肉薄荷卷,"['薄荷*4', '兽肉*3', '绝云椒椒*1']",酸辣爽口的菜肴。蘸水过重的咸味完全掩盖了食材本身的鲜美，不想用水冲淡的话，只能就着米饭大口咽下。,队伍中所有角色滑翔和冲刺消耗的体力降低15%，持续900秒。多人游戏时，仅对自己的角色生效。,完成烹饪兽肉薄荷卷,【NPC购买】万民堂老板卯师傅,三星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/def7c1177f2f4dee2db2659e96d9bc6a_3977146542484286663.png
133,1691,兽肉薄荷卷,"['薄荷*4', '兽肉*3', '绝云椒椒*1']",酸辣爽口的菜肴。将卤制好的兽肉切成薄片，卷入薄荷叶，并浇上由绝云椒椒调制的蘸水。独特的薄荷清香正是这道菜的点睛之笔，作为凉菜冷盘再合适不过。,队伍中所有角色滑翔和冲刺消耗的体力降20%，持续900秒。多人游戏时，仅对自己的角色生效。,成功烹饪兽肉薄荷卷,【NPC购买】万民堂老板卯师傅,三星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/b97f826a56ae10b386e36d91588eba86_5662883985931855426.png
134,1691,美味的兽肉薄荷卷,"['薄荷*4', '兽肉*3', '绝云椒椒*1']",酸辣爽口的菜肴。兽肉与薄荷之间达成了绝妙的平衡，细嫩而不显绵腻，幽香而不显清苦。一丝鲜明的辣意则是将这平和诗意的两者彻底唤醒，在口中雀跃躁动，并以完美的叹号收官。,队伍中所有角色滑翔和冲刺消耗的体力降低25%，持续900秒。多人游戏时，仅对自己的角色生效。,完美烹饪兽肉薄荷卷,【NPC购买】万民堂老板卯师傅,三星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/267d9e25fd8156d320f6bf76a340d8a0_5130740576637004860.png
135,1692,奇怪的凉拌薄荷,"['薄荷*4', '绝云椒椒*1']",口味清香的凉拌菜。没有搭配好薄荷和绝云椒椒的比例也没有充分拌匀，辣到人吃了一口就说不出话。,队伍中所有角色攻击力提高66点，持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪凉拌薄荷,【NPC购买】万民堂老板卯师傅,二星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/5f26288a975a3290dee3abfecabbaea6_4244303472244989955.png
136,1692,凉拌薄荷,"['薄荷*4', '绝云椒椒*1']",口味清香的凉拌菜。绝云椒椒切成细末，和调味酱汁混合并浇在薄荷上拌匀。看似不起眼的做法，却有着超乎人意料的清爽提神之效，对去暑解腻也非常有帮助。,队伍中所有角色攻击力提高81点，持续300秒。多人游戏时，仅对自己的角色生效。,成功烹饪凉拌薄荷,【NPC购买】万民堂老板卯师傅,二星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/5f32e28e0da060899843cac25815c590_3705953478594434569.png
137,1692,美味的凉拌薄荷,"['薄荷*4', '绝云椒椒*1']",口味清香的凉拌菜。薄荷的清凉微苦不但没有掩盖绝云椒椒的炽热口感，反而使这份辛辣有了一层升华。二者仿佛一对互相博弈的舞者，在舌尖上演绎了一场令人酣畅淋漓而又拍手称快的激舞。,队伍中所有角色攻击力提高95点，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪凉拌薄荷,【NPC购买】万民堂老板卯师傅,二星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/f340acd6c3c0271beb351c6fb2257efb_8054633552224791845.png
138,1693,奇怪的薄荷果冻,"['薄荷*1', '糖*1']",口感清凉的甜点。制作过程中出了些不幸的小问题，让作为果冻的它并没有均匀地冻起来。作为薄荷糖水喝的话倒也还行？,为选中的角色恢复生命值上限的8%，并额外恢复800点生命值。,完成烹饪薄荷果冻,【NPC购买】莎拉【料理商店】购买,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/c5e1dbc88cb4b3cfbfa0b422665d9079_8953964350036950549.png
139,1693,薄荷果冻,"['薄荷*1', '糖*1']",口感清凉的甜点。制作步骤十分简单，柔滑的入口和淡淡的薄荷清香却能带给人一整天的清爽心情。,为选中的角色恢复生命值上限的9%，并额外恢复1000点生命值。,成功烹饪薄荷果冻,【NPC购买】莎拉【料理商店】购买,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/1b95722dce4db12bab794696aa2a9052_5195455439690134401.png
140,1693,美味的薄荷果冻,"['薄荷*1', '糖*1']",口感清凉的甜点。恰到好处的弹性让勺背敲击的晃动感都变得可爱起来。用小勺挖一口，沁凉而清润的口感更是瞬间驱散了所有的负面情绪，使人感觉浑身上下焕然一新。,为选中的角色恢复生命值上限的10%，并额外恢复1200点生命值。,完美烹饪薄荷果冻,【NPC购买】莎拉【料理商店】购买,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/cc63fc2b3a3cdfa5752765cc231277b7_9049341063211498619.png
141,1693,饱腹感凝胶,"['薄荷*1', '糖*1']",埃洛伊的特色料理。切面完美，造型规整散发着凉爽的气息。一开始，埃洛伊似乎很担心你能否接受这款外观与众不同的甜品，在看到你一口气吃光后，她总算松了口气...,为选中的角色恢复生命值上限的16%，并额外恢复1350点生命值。,使用角色埃洛伊烹饪薄荷果冻,【NPC购买】莎拉【料理商店】购买,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/09/29/75610764/a53be5849aa7593da7c96099593cbfc2_8696838400244209315.png
142,1694,奇怪的鲜虾脆薯盏,"['树莓*2', '薄荷*4', '土豆*3', '虾仁*4']",色泽诱人的餐前小吃。沉浸在对造型的细节追求，不知不觉过了太长时间。垫底的薯片已经变得软乎乎的，口感大打折扣。,立即为选中的角色恢复生命值上限的26%，并在之后的30秒内，每5秒恢复450点生命值。,完成烹饪鲜虾脆薯盏,【NPC购买】「猎鹿人」莎拉购买,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/8b2bac6641972938edaa568e91126763_7621312285201034673.png
143,1694,鲜虾脆薯盏,"['树莓*2', '薄荷*4', '土豆*3', '虾仁*4']",色泽诱人的餐前小吃。土豆和树莓拌成馅料，摆放在香脆薯片上，顶端放置整只虾肉。香甜浓郁的口感很能激发食欲，搭配薄荷也别有一番风味。,立即为选中的角色恢复生命值上限的28%，并在之后的30秒内，每5秒恢复620点生命值。,成功烹饪鲜虾脆薯盏,【NPC购买】「猎鹿人」莎拉购买,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/198486019da443981ee840b4353eaded_6070600471120953263.png
144,1694,美味的鲜虾脆薯盏,"['树莓*2', '薄荷*4', '土豆*3', '虾仁*4']",色泽诱人的餐前小吃。刚一入口，虾仁的弹嫩与薯片的香脆率先形成了鲜明的对比，紧接着，在绵密土豆的引领下，两种风味互相交融，汇聚成一种让身心都能松弛下来的甘美体验。,立即为选中的角色恢复生命值上限的30%，并在之后的30秒内，每5秒恢复790点生命值。,完美烹饪鲜虾脆薯盏,【NPC购买】「猎鹿人」莎拉购买,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/18/75610764/0b35a221274e81e629fe8a29c48b2ce9_6179464954767059191.png
145,1715,奇怪的大黄金吮指鸡,"['胡椒*3', '禽肉*4', '黄油*4', '面粉*3']",调味后炸制的禽肉。可能是对油温的控制不足，本应香脆的外皮嚼起来却有些软烂，让整体口感油腻了几分。,队伍中所有角色攻击力提高224点，暴击率提升6%，持续300秒。多人游戏时，仅对自己的角色生效。,完成烹饪大黄金吮指鸡,【其他】活动——异乡食记积累登录,四星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/25/75610764/9e283b94a47e6206bce92a377f62fa44_8890529588095807553.png
146,1715,大黄金吮指鸡,"['胡椒*3', '禽肉*4', '黄油*4', '面粉*3']",调味后炸制的禽肉。将配料调成面糊，裹上禽肉高温炸制。光是闻到香味就能想象出的皮脆肉嫩，一口下去汁水四溢，很少有人能抵挡它的诱惑。,队伍中所有角色攻击力提高272点，暴击率提升8%，持续300秒。多人游戏时，仅对自己的角色生效。,成功烹饪大黄金吮指鸡,【其他】活动——异乡食记积累登录,四星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/25/75610764/ff0122c1f16412746d34a7faf6a8c26e_4340782826275140820.png
147,1715,美味的大黄金吮指鸡,"['胡椒*3', '禽肉*4', '黄油*4', '面粉*3']",调味后炸制的禽肉。金黄色的外皮将饱满肉汁牢牢锁在禽肉之中，大口咬下倍感满足。即使晃神间只剩细骨，指尖残留的香气也会让人在脑海中回味。,队伍中所有角色攻击力提高320点，暴击率提升10%，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪大黄金吮指鸡,【其他】活动——异乡食记积累登录,四星,攻击类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/03/25/75610764/44f801e4cfbc02e96abc63ba7244e2c0_422939451644217704.png
148,1797,奇怪的蟹黄豆腐,"['蟹黄*1', '豆腐*1']",口感细嫩的菜肴。即使是极鲜的蟹黄，也难以缓和豆腐过老的口感。只好用筷子捣碎之后，拌进白米饭里一起吃。,复苏选中的角色。为其恢复250点生命值。,完成烹饪蟹黄豆腐,【NPC购买】卯师傅【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/04/26/75610764/e081bacccb2e99a0f372f2e9f29063e6_893740289795246170.png
149,1797,蟹黄豆腐,"['蟹黄*1', '豆腐*1']",口感细嫩的菜肴。将蟹黄煸炒出油，加入事先烫好的豆腐，并用高汤加以调制。用料简单，入口却极其鲜美。,复苏选中的角色。为其恢复400点生命值。,成功烹饪蟹黄豆腐,【NPC购买】卯师傅【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/04/26/75610764/1e0e4455f7c9d511ceaf22c0b5de03f9_5600214722955401433.png
150,1797,美味的蟹黄豆腐,"['蟹黄*1', '豆腐*1']",口感细嫩的菜肴。用勺子舀起的豆腐柔嫩得吹弹可破，蟹黄更是肥美到抿一口就会溢出蟹油沾在唇沿。几乎不需咀嚼就已轻柔地滑入食道，唯有鲜美的味觉留在唇齿之间。,复苏选中的角色。为其恢复550点生命值。,完美烹饪蟹黄豆腐,【NPC购买】卯师傅【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/04/26/75610764/95de37607ea4ab72bc5834e997e23f24_4464068372261417470.png
